"FeatureID","key","名称","説明","単位","型","計算式","利用AI","group","availablePreRace","sourceFields","missingPolicy","leakageRisk","schemaVersion"
"F122","accel_positive_count","急加速力 上昇 件数","急加速力 上昇 件数を表す再計算可能な特徴量。","sec-index","number|null","deterministic extraction or derivation: accel_positive_count","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F123","accel_zero_plus_rate","急加速力 ゼロ 以上 率","急加速力 ゼロ 以上 率を表す再計算可能な特徴量。","ratio","number|null","numerator / denominator for accel_zero_plus_rate","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F124","accel_consistency","急加速力 安定度","急加速力 安定度を表す再計算可能な特徴量。","sec-index","number|null","deterministic extraction or derivation: accel_consistency","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F125","latest_1f","最新 1f","最新 1fを表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: latest_1f","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F126","latest_2f","最新 2f","最新 2fを表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: latest_2f","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F127","latest_3f","最新 3f","最新 3fを表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: latest_3f","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F128","latest_4f","最新 4f","最新 4fを表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: latest_4f","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F129","latest_5f","最新 5f","最新 5fを表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: latest_5f","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F130","latest_6f","最新 6f","最新 6fを表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: latest_6f","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F131","latest_7f","最新 7f","最新 7fを表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: latest_7f","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F132","latest_days_before","最新 日数 before","最新 日数 beforeを表す再計算可能な特徴量。","day","number|null","deterministic extraction or derivation: latest_days_before","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F133","latest_lane","最新 コース位置","最新 コース位置を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: latest_lane","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F134","latest_course_slope","最新 コース 傾向","最新 コース 傾向を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: latest_course_slope","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F135","latest_course_cw","最新 コース CW","最新 コース CWを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: latest_course_cw","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F136","latest_course_w","最新 コース w","最新 コース wを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: latest_course_w","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F137","latest_baba_good","最新 baba 良","最新 baba 良を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: latest_baba_good","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F138","latest_baba_heavy","最新 baba 重不良","最新 baba 重不良を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: latest_baba_heavy","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F139","latest_style_easy","最新 追い方 馬なり","最新 追い方 馬なりを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: latest_style_easy","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F140","latest_style_strong","最新 追い方 強め","最新 追い方 強めを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: latest_style_strong","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F141","latest_final_flag","最新 最終追切 フラグ","最新 最終追切 フラグを表す再計算可能な特徴量。","","number|null","1 when condition is true, otherwise 0","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F142","latest_1f_vs_current_mean","最新 1f vs 当週 平均","最新 1f vs 当週 平均を表す再計算可能な特徴量。","sec","number|null","mean(latest_1f_vs_current)","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F143","latest_3f_vs_current_mean","最新 3f vs 当週 平均","最新 3f vs 当週 平均を表す再計算可能な特徴量。","sec","number|null","mean(latest_3f_vs_current)","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F144","latest_5f_vs_current_mean","最新 5f vs 当週 平均","最新 5f vs 当週 平均を表す再計算可能な特徴量。","sec","number|null","mean(latest_5f_vs_current)","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F145","latest_3f_per_f","最新 3f per F","最新 3f per Fを表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: latest_3f_per_f","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F146","latest_5f_per_f","最新 5f per F","最新 5f per Fを表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: latest_5f_per_f","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F147","latest_last1_share","最新 last1 share","最新 last1 shareを表す再計算可能な特徴量。","ratio","number|null","deterministic extraction or derivation: latest_last1_share","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F148","final_1f","最終追切 1f","最終追切 1fを表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: final_1f","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F149","final_3f","最終追切 3f","最終追切 3fを表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: final_3f","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F150","final_5f","最終追切 5f","最終追切 5fを表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: final_5f","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F151","final_days_before","最終追切 日数 before","最終追切 日数 beforeを表す再計算可能な特徴量。","day","number|null","deterministic extraction or derivation: final_days_before","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F152","final_lane","最終追切 コース位置","最終追切 コース位置を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: final_lane","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F153","final_style_easy","最終追切 追い方 馬なり","最終追切 追い方 馬なりを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: final_style_easy","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F154","final_style_strong","最終追切 追い方 強め","最終追切 追い方 強めを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: final_style_strong","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F155","final_1f_vs_latest","最終追切 1f vs 最新","最終追切 1f vs 最新を表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: final_1f_vs_latest","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F156","final_3f_vs_latest","最終追切 3f vs 最新","最終追切 3f vs 最新を表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: final_3f_vs_latest","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F157","final_5f_vs_latest","最終追切 5f vs 最新","最終追切 5f vs 最新を表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: final_5f_vs_latest","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F158","current_1f_mean","当週 1f 平均","当週 1f 平均を表す再計算可能な特徴量。","sec","number|null","mean(current_1f)","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F159","current_1f_median","当週 1f 中央値","当週 1f 中央値を表す再計算可能な特徴量。","sec","number|null","median(current_1f)","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F160","current_1f_best","当週 1f 最良","当週 1f 最良を表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: current_1f_best","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F161","current_1f_worst","当週 1f 最悪","当週 1f 最悪を表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: current_1f_worst","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F162","current_1f_range","当週 1f 範囲","当週 1f 範囲を表す再計算可能な特徴量。","sec","number|null","max - min of current_1f","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F163","current_1f_sd","当週 1f 標準偏差","当週 1f 標準偏差を表す再計算可能な特徴量。","sec","number|null","sample standard deviation(current_1f)","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F164","current_1f_variance","当週 1f 分散","当週 1f 分散を表す再計算可能な特徴量。","sec","number|null","sample variance(current_1f)","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F165","current_3f_mean","当週 3f 平均","当週 3f 平均を表す再計算可能な特徴量。","sec","number|null","mean(current_3f)","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F166","current_3f_median","当週 3f 中央値","当週 3f 中央値を表す再計算可能な特徴量。","sec","number|null","median(current_3f)","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F167","current_3f_best","当週 3f 最良","当週 3f 最良を表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: current_3f_best","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F168","current_3f_worst","当週 3f 最悪","当週 3f 最悪を表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: current_3f_worst","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F169","current_3f_range","当週 3f 範囲","当週 3f 範囲を表す再計算可能な特徴量。","sec","number|null","max - min of current_3f","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F170","current_3f_sd","当週 3f 標準偏差","当週 3f 標準偏差を表す再計算可能な特徴量。","sec","number|null","sample standard deviation(current_3f)","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F171","current_3f_variance","当週 3f 分散","当週 3f 分散を表す再計算可能な特徴量。","sec","number|null","sample variance(current_3f)","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F172","current_5f_mean","当週 5f 平均","当週 5f 平均を表す再計算可能な特徴量。","sec","number|null","mean(current_5f)","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F173","current_5f_median","当週 5f 中央値","当週 5f 中央値を表す再計算可能な特徴量。","sec","number|null","median(current_5f)","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F174","current_5f_best","当週 5f 最良","当週 5f 最良を表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: current_5f_best","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F175","current_5f_worst","当週 5f 最悪","当週 5f 最悪を表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: current_5f_worst","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F176","current_5f_range","当週 5f 範囲","当週 5f 範囲を表す再計算可能な特徴量。","sec","number|null","max - min of current_5f","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F177","current_5f_sd","当週 5f 標準偏差","当週 5f 標準偏差を表す再計算可能な特徴量。","sec","number|null","sample standard deviation(current_5f)","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F178","current_5f_variance","当週 5f 分散","当週 5f 分散を表す再計算可能な特徴量。","sec","number|null","sample variance(current_5f)","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F179","current_1f_improvement","当週 1f 改善","当週 1f 改善を表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: current_1f_improvement","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F180","current_3f_improvement","当週 3f 改善","当週 3f 改善を表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: current_3f_improvement","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F181","current_5f_improvement","当週 5f 改善","当週 5f 改善を表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: current_5f_improvement","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F182","sire_present","父 present","父 presentを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: sire_present","血統AI","pedigree","true","targetText","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F183","dam_present","母 present","母 presentを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: dam_present","血統AI","pedigree","true","targetText","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F184","broodmare_sire_present","母父 父 present","母父 父 presentを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: broodmare_sire_present","血統AI","pedigree","true","targetText","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F185","trainer_present","調教師 present","調教師 presentを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: trainer_present","能力AI|回収率AI","connections","true","targetText|entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F186","jockey_present","騎手 present","騎手 presentを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: jockey_present","能力AI|回収率AI","connections","true","targetText|entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F187","owner_present","馬主 present","馬主 presentを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: owner_present","能力AI|展開AI","basic","true","entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F188","breeder_present","生産者 present","生産者 presentを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: breeder_present","能力AI|展開AI","basic","true","entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F189","birthday_present","生年月日 present","生年月日 presentを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: birthday_present","能力AI|展開AI","basic","true","entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F190","pedigree_completeness","血統 充足率","血統 充足率を表す再計算可能な特徴量。","ratio","number|null","deterministic extraction or derivation: pedigree_completeness","血統AI","pedigree","true","targetText","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F191","result_available","結果 有無","結果 有無を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: result_available","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F192","finish_position","着順 position","着順 positionを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: finish_position","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F193","win_flag","勝利 フラグ","勝利 フラグを表す再計算可能な特徴量。","","number|null","1 when condition is true, otherwise 0","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F194","place_flag","複勝 フラグ","複勝 フラグを表す再計算可能な特徴量。","","number|null","1 when condition is true, otherwise 0","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F195","final_odds","最終追切 単勝オッズ","最終追切 単勝オッズを表す再計算可能な特徴量。","multiple","number|null","deterministic extraction or derivation: final_odds","検証|回収率AI","result","false","trainingPdf","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F196","final_popularity","最終追切 人気","最終追切 人気を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: final_popularity","検証|回収率AI","result","false","trainingPdf","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F197","race_time_seconds","レース タイム seconds","レース タイム secondsを表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: race_time_seconds","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F198","last3f","last3f","last3fを表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: last3f","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F199","pci","PCI","PCIを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: pci","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F200","ave3f","平均3F","平均3Fを表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: ave3f","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F201","corner1","corner1","corner1を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: corner1","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F202","corner2","corner2","corner2を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: corner2","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F203","corner3","corner3","corner3を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: corner3","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F204","corner4","corner4","corner4を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: corner4","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F205","corner_gain","通過順 順位上昇","通過順 順位上昇を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: corner_gain","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F206","corner_position_mean","通過順 position 平均","通過順 position 平均を表す再計算可能な特徴量。","","number|null","mean(corner_position)","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F207","corner_position_range","通過順 position 範囲","通過順 position 範囲を表す再計算可能な特徴量。","","number|null","max - min of corner_position","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F208","corner_loss_result","通過順 順位後退 結果","通過順 順位後退 結果を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: corner_loss_result","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F209","pace_index_result","ペース 指数 結果","ペース 指数 結果を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: pace_index_result","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F210","finish_power_result","着順 末脚力 結果","着順 末脚力 結果を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: finish_power_result","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F211","prize","賞金","賞金を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: prize","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F212","abnormal_flag","異常 フラグ","異常 フラグを表す再計算可能な特徴量。","","number|null","1 when condition is true, otherwise 0","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F213","pre_result_odds_gap","pre 結果 単勝オッズ gap","pre 結果 単勝オッズ gapを表す再計算可能な特徴量。","multiple","number|null","deterministic extraction or derivation: pre_result_odds_gap","検証|回収率AI","result","false","resultCsv","取得不能時はnull","POST_RACE_ONLY","3.3.2"
"F214","source_target_text","ソース TARGET TXT","ソース TARGET TXTを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: source_target_text","品質管理","quality","true","targetText|entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F215","source_training","ソース 調教","ソース 調教を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: source_training","品質管理","quality","true","targetText|entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F216","source_entry_csv","ソース 出馬表 CSV","ソース 出馬表 CSVを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: source_entry_csv","品質管理","quality","true","targetText|entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F217","source_result_csv","ソース 結果 CSV","ソース 結果 CSVを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: source_result_csv","品質管理","quality","true","targetText|entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F218","source_count","ソース 件数","ソース 件数を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: source_count","品質管理","quality","true","targetText|entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F219","name_match_ok","name 一致 ok","name 一致 okを表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: name_match_ok","品質管理","quality","true","targetText|entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F220","raw_field_count","元データ 頭数 件数","元データ 頭数 件数を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: raw_field_count","品質管理","quality","true","targetText|entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F221","feature_schema_major","特徴量 スキーマ 主","特徴量 スキーマ 主を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: feature_schema_major","品質管理","quality","true","targetText|entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F222","feature_schema_minor","特徴量 スキーマ 副","特徴量 スキーマ 副を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: feature_schema_minor","品質管理","quality","true","targetText|entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F223","speed_index_proxy","能力 指数 代理指標","能力 指数 代理指標を表す再計算可能な特徴量。","point","number|null","mean(ZI, surface-matched past index mean, recency-weighted past index)","能力AI","ability","true","targetText","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F224","training_score_rule","調教 スコア ルール","調教 スコア ルールを表す再計算可能な特徴量。","point","number|null","weighted rule score: acceleration 35%, last1F 30%, session count 15%, course recognition 10%, trend 10%","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F225","agility_proxy","機動力 代理指標","機動力 代理指標を表す再計算可能な特徴量。","point","number|null","weighted acceleration and consistency proxy","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F226","finish_power_proxy","着順 末脚力 代理指標","着順 末脚力 代理指標を表す再計算可能な特徴量。","point","number|null","weighted last1F and latest acceleration proxy","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F227","stamina_proxy","持続力 代理指標","持続力 代理指標を表す再計算可能な特徴量。","point","number|null","weighted 5F time, stability and workout count proxy","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F228","rotation_score","調整過程 スコア","調整過程 スコアを表す再計算可能な特徴量。","point","number|null","weighted recency, workout count and workout span","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F229","growth_rate_proxy","成長 率 代理指標","成長 率 代理指標を表す再計算可能な特徴量。","ratio","number|null","deterministic extraction or derivation: growth_rate_proxy","能力AI|展開AI","basic","true","targetText|entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F230","course_fit_surface_proxy","コース 適性 馬場 代理指標","コース 適性 馬場 代理指標を表す再計算可能な特徴量。","point","number|null","surface-matched past index mean - all past index mean","能力AI","ability","true","targetText","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F231","distance_fit_proxy","距離 適性 代理指標","距離 適性 代理指標を表す再計算可能な特徴量。","point","number|null","null until historical distance data are available","能力AI","ability","true","targetText","保留(null):必要履歴が未蓄積","PRE_RACE_OK","3.3.2"
"F232","jockey_rating_history","騎手 rating 履歴","騎手 rating 履歴を表す再計算可能な特徴量。","","number|null","null until historical jockey aggregation is available","能力AI|回収率AI","connections","true","targetText|entryCsv","保留(null):必要履歴が未蓄積","PRE_RACE_OK","3.3.2"
"F233","trainer_rating_history","調教師 rating 履歴","調教師 rating 履歴を表す再計算可能な特徴量。","","number|null","null until historical trainer aggregation is available","能力AI|回収率AI","connections","true","targetText|entryCsv","保留(null):必要履歴が未蓄積","PRE_RACE_OK","3.3.2"
"F234","jockey_rating_available","騎手 rating 有無","騎手 rating 有無を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: jockey_rating_available","能力AI|回収率AI","connections","true","targetText|entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F235","trainer_rating_available","調教師 rating 有無","調教師 rating 有無を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: trainer_rating_available","能力AI|回収率AI","connections","true","targetText|entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F236","training_density","調教 密度","調教 密度を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: training_density","調教AI","training","true","trainingPdf","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F237","zi_x_accel","ZI x 急加速力","ZI x 急加速力を表す再計算可能な特徴量。","sec-index","number|null","deterministic extraction or derivation: zi_x_accel","能力AI","ability","true","targetText","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F238","zi_x_latest1f","ZI x latest1f","ZI x latest1fを表す再計算可能な特徴量。","sec","number|null","deterministic extraction or derivation: zi_x_latest1f","能力AI","ability","true","targetText","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F239","speed_training_composite","能力 調教 複合","能力 調教 複合を表す再計算可能な特徴量。","","number|null","deterministic extraction or derivation: speed_training_composite","能力AI","ability","true","targetText|entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
"F240","pre_race_feature_completeness","pre レース 特徴量 充足率","pre レース 特徴量 充足率を表す再計算可能な特徴量。","ratio","number|null","non-null pre-race features / all pre-race features","品質管理","quality","true","targetText|entryCsv","取得不能時はnull","PRE_RACE_OK","3.3.2"
